Carga,Placa,Nº Pedido,Cód. Cliente,Nome Cliente,Grupo Cliente,Endereço de Entrega,Bairro de Entrega,Cidade de Entrega,Qtde. dos Itens,Peso dos Itens,Latitude,Longitude,Veiculo,Data Roteirizacao
,FTY6B82,3728132,11957,CASA DE CARNES ZARZUR EIRELI - ME,Nenhum,"Rua Comendador Feiz Zarzur, 943",Jd. Cidade Pirituba,São Paulo,9,180,-23.4765912,-46.7225822,78,2025-04-17 12:55:48
,FTY6B82,3728320,202164,COMERCIAL DE ALIM. IRMÃOS CHINEN LTDA,Nenhum,"Avenida DEPUTADO EMILIO CARLOS, 1129",Limão,São Paulo,7,140,-23.496022,-46.6772285,78,2025-04-17 12:55:48
,FTY6B82,3727949,156501,COMPANHIA ZAFFARI COM. E INDUSTRIA,Sup. Zaffari,"Rua PALESTRA ITALIA, 500",Perdizes,São Paulo,8,160,-23.5266821,-46.680867,78,2025-04-17 12:55:48
,FTY6B82,3727898,195840,SUPERMERCADOS MAMBO LTDA,Mambo,"Rua TURIASSU, 1205",Perdizes,São Paulo,17,330,-23.5315747,-46.6746778,78,2025-04-17 12:55:48
,FTY6B82,3727763,5047,CARNES CREMASCO E MISSON LTDA,Nenhum,"Rua Piracuama, 454",Perdizes,São Paulo,11,215,-23.5381537,-46.6832457,78,2025-04-17 12:55:48
,FTY6B82,3728194,201157,MERCADINHO POMPEIA LTDA,Nenhum,"Avenida POMPEIA, 2180",Vila  Pompeia,São Paulo,8,160,-23.5424776,-46.6903372,78,2025-04-17 12:55:48
,FTY6B82,3727625,13450,LANCHONETE SOUZA POMPEIA LTDA,Nenhum,"Avenida Pompeia, 1115",Vila Pompéia,São Paulo,6,120,-23.5339573,-46.6874548,78,2025-04-17 12:55:48
,FTY6B82,3728429,202241,CARLOS VALENÇA DO NSACIMENTO,Nenhum,"Rua DUILIO, 636",Agua Branca,São Paulo,4,80,-23.5254777,-46.6931616,78,2025-04-17 12:55:48
,FTY6B82,3727920,3656,SUPERMERCADOS MAMBO LTDA,Mambo,"Rua AURÉLIA, 1973",Vila Romana,São Paulo,32,625,-23.5224372,-46.6976975,78,2025-04-17 12:55:48
,FTY6B82,3727781,206275,COMERCIO DE CARNES NEVA LTDA,Nenhum,"Rua HERBART, 47",Lapa,São Paulo,20,300,-23.5197686,-46.7014124,78,2025-04-17 12:55:48
,FTY6B82,3727957,213995,GUARICANGA CARNES ESPECIAIS LTDA,Nenhum,"Rua GUARICANGA, 321",Lapa,São Paulo,27,505,-23.5227167,-46.7104308,78,2025-04-17 12:55:48
,FTY6B82,3728078,11288,SILVESTRE COM.PRODUTOS ALIMENTÍCIOS LTDA,Nenhum,"Rua Corrientes, 29",Lapa,São Paulo,8,160,-23.5215035,-46.7111832,78,2025-04-17 12:55:48
,FTY6B82,3727921,3655,SUPERMERCADOS MAMBO LTDA,Mambo,"Rua ALIANÇA LIBERAL, 322",Vila Leopoldina,São Paulo,44,870,-23.5222368,-46.7253714,78,2025-04-17 12:55:48
,FTY6B82,3728201,542,MERCADINHO LODETTI LTDA.,Nenhum,"Rua Pio XI, 2360",Lapa,São Paulo,4,80,-23.5406793,-46.7169032,78,2025-04-17 12:55:48
,FTY6B82,3727841,192551,PEG PESE SUPERMERCADOS IMPORTAÇÃO E EXPO,Peg Pese,"Avenida BOLONHA, 200",JAGUARE,São Paulo,13,260,-23.5485817,-46.7469144,78,2025-04-17 12:55:48
,FTY6B82,3727806,204210,VILMA RESTAURANTE LTDA,Divino Fogão,"Avenida AUTONOMISTAS, DOS, 1400",Vila Yara,Osasco,4,80,-23.5389781,-46.7653358,78,2025-04-17 12:55:48
,FTY6B82,3727990,212980,"FRANGOLE FRANGOS ASSADOS, SORVETES E MER",Nenhum,"Rua GASPARINO LUNARDI, 331",Jardim das Flores,Osasco,16,302,-23.5293352,-46.7930619,78,2025-04-17 12:55:48
,FTY6B82,3727761,191611,BOVIGG COMERCIO CARNES E ROTISSERIE LTDA,Nenhum,"Rua PROFESSOR JOSE AZEVEDO MINHOTO, 378",VILA QUITAUNA (KM18),Osasco,11,220,-23.5294697,-46.7941962,78,2025-04-17 12:55:48
,FTY6B82,3728196,184166,CRISTIANE APARECIDA SILVA MATOS,Nenhum,"Rua JOAQUIM SEVERINO ALVES, 48",Vila Menk,Osasco,13,255,-23.5325,-46.79167,78,2025-04-17 12:55:48
,FTY6B82,3728092,202239,ANDREY MICHEL FERNANDES SILVA 4070125086,Nenhum,"Avenida JOSE BARBOSA DE SIQUEIRA, 1026",JARDIM PADROEIRA I,Osasco,9,175,-23.5325,-46.79167,78,2025-04-17 12:55:48
,FTY6B82,3728127,190049,MJ REFEIÇÕES SERVIÇO DE ALIMENTAÇÃO LTDA,Nenhum,"Rua  RODOLFO ZOLLI, 242",Presidente Altino,Osasco,6,120,-23.5325,-46.79167,78,2025-04-17 12:55:48
,FTY6B82,3728319,208402,GALPACK INDUSTRIA E COMERCIO DE DESCARTA,Nenhum,"Rua COELHO NETO, 126",Jardim Platina,Osasco,6,120,-23.5325,-46.79167,78,2025-04-17 12:55:48
,FTY6B82,3728308,196441,ESTILAC LEAL MERCADINHO LTDA,Nenhum,"Rua GENERAL NEWTON ESTILAC LEAL, 1361",Pestana,Osasco,4,80,-23.5325,-46.79167,78,2025-04-17 12:55:48
,FTY6B82,3728214,214900,SUPERMERCADO SUPER TOK LTDA,Nenhum,"Avenida JOSE BARBOSA DE SIQUEIRA, 974",JARDIM PADROEIRA I,Osasco,3,60,-23.5325,-46.79167,78,2025-04-17 12:55:48
,FTY6B82,3727828,13297,MERCADO CIRIACO LTDA ME.,Nenhum,"Rua Paulo Soares, 509",Jardim Santo Antonio,Osasco,5,100,-23.5583958,-46.79401,78,2025-04-17 12:55:48
,FTY6B82,3728315,195004,SELMA DELAZARI MARTINS - EIRELI - ME,Nenhum,"Rua JUAN VICENTE, 482",Bandeiras,Osasco,5,100,-23.559865,-46.8166755,78,2025-04-17 12:55:48
,FTY6B82,3727728,192995,COMERCIO DE ALIMENTOS ALVES E FARIAS LTD,Rede Parana,"Avenida INOCENCIO SERAFICO, 1894",Vila Silva Ribeiro,Carapicuíba,21,395,-23.5537441,-46.8356894,78,2025-04-17 12:55:48
,FTY6B82,3726819,200749,CASSIA J.J. DE SOUZA EMPORIO,Nenhum,"Rua VALDIR SOARES LOPES, 37",SAO PEDRO,Osasco,5,110,-23.5435255,-46.8146513,78,2025-04-17 12:55:48
,FTY6B82,3727139,180390,IBERICA IND.COM.DE PANIFICAÇÃO LTDA,Nenhum,"Rua MANAUS, 01",Cohab,Carapicuíba,5,100,-23.5340636,-46.8254445,78,2025-04-17 12:55:48
,FTY6B82,3727795,3293,SUPERMERCADOS  BRUNO LTDA,Nenhum,"Avenida Plutão, 583",Jd.Novo Horizonte,Carapicuíba,14,280,-23.52272,-46.835,78,2025-04-17 12:55:48
,FTY6B82,3727856,194980,GUI BOX MERCADINHO LTDA - ME,Nenhum,"Avenida MARGINAL CSU CENTRO S URBANO, 17",Cidade Ariston,Carapicuíba,11,220,-23.52272,-46.835,78,2025-04-17 12:55:48
,FTY6B82,3728403,204045,RCL MERC. AÇOUGUE E PADARIA LTDA,REDE DON,"Estrada FAZENDINHA, 281",POUSADA DOS BANDEIRANTES,Carapicuíba,10,200,-23.52272,-46.835,78,2025-04-17 12:55:48
,FTY6B82,3728147,191913,M G CARAPICUIBA COMERCIO DE CARNES LTDA,Nenhum,"Avenida INOCENCIO SERAFICO, 2120",VILA FREIDA,Carapicuíba,9,180,-23.52272,-46.835,78,2025-04-17 12:55:48
,FTY6B82,3727934,201322,ROSANE DA SILVA VIEIRA 19290074850,Nenhum,"Rua OFELIA ALVES FERREIRA, 60",JARDIM YAYA,Carapicuíba,9,180,-23.52272,-46.835,78,2025-04-17 12:55:48
,FTY6B82,3728318,13138,SUPERMERCADO BRUNO LTDA.,Nenhum,"Estrada Ondas Verde, 1089",Parque Santa Tereza,Carapicuíba,9,180,-23.52272,-46.835,78,2025-04-17 12:55:48
,FTY6B82,3727864,214904,58.539.253 NATIANO ROCHA SILVA,Nenhum,"Rua SAO LUCAS EVANGELISTA, 236",JARDIM CIBELE,Carapicuíba,8,160,-23.52272,-46.835,78,2025-04-17 12:55:48
,FTY6B82,3728093,191815,SUPERMERCADO BRUNO LTDA,Nenhum,"Rua ITAJUBA, 363",Parque Santa Teresa,Carapicuíba,8,160,-23.52272,-46.835,78,2025-04-17 12:55:48
,FTY6B82,3728087,205527,ELANIO MACHADO SILVA 05662463417,Nenhum,"Rua ITAJUBA, 192",Parque Santa Teresa,Carapicuíba,7,140,-23.52272,-46.835,78,2025-04-17 12:55:48
,FTY6B82,3727916,190316,MINIMERCADO OKADA LTDA,Nenhum,"Rua RUA CAMBIRA, 20",Vila Maria Helena,Carapicuíba,5,100,-23.52272,-46.835,78,2025-04-17 12:55:48
,FTY6B82,3727929,208196,BERTTO PRIME ALIMENTOS LTDA,Nenhum,"Avenida NOSSA SENHORA APARECIDA, 22",Vila Silviania,Carapicuíba,12,240,-23.5270869,-46.8456247,78,2025-04-17 12:55:48
,FTY6B82,3728098,213970,SUPERMERCADO PANDA 2 LTDA,Nenhum,"Avenida COMENDADOR DANTE CARRARO, 576",Cidade Ariston Estela Azevedo,Carapicuíba,26,520,-23.5340401,-46.8534601,78,2025-04-17 12:55:48
,FTY6B82,3727863,208551,49.022.281 THAIS MESSIAS DOS SANTOS,Nenhum,"Rua LENITA, 542",Parque dos Camargos,Barueri,9,180,-23.5349426,-46.8876186,78,2025-04-17 12:55:48
,FTY6B82,3728191,206053,MINI MERCADO GUI BOX LTDA,Nenhum,"Avenida ZELIA, 1200",Parque dos Camargos,Barueri,8,160,-23.537259,-46.887885,78,2025-04-17 12:55:48
,FTY6B82,3727939,211575,"M J F COM DE BEBIDAS, ACOUGUE, ROT, MINI",Nenhum,"Rua PRESIDENTE CASTELO BRANCO, 174",Jardim Sorocabano,Jandira,15,295,-23.5359134,-46.9038554,78,2025-04-17 12:55:48
,FTY6B82,3728389,213615,S ORTEGA COM.PRODUTOS ALIMENTICIOS SLU L,Nenhum,"Alameda COLIBRI, 64",MORADA DOS PASSAROS,Barueri,4,80,-23.4953736,-46.9513761,78,2025-04-17 12:55:48
,FTY6B82,3728046,212593,BDML3 COMERCIO LTDA,Nenhum,"Avenida BRASIL, 276",JARDIM SAO LUIS,Santana de Parnaíba,21,420,-23.4432436,-46.9303006,78,2025-04-17 12:55:48
,FTY6B82,3728169,198484,CASA DE CARNES SÃO LUCAS DE PARNAIBA LTD,Nenhum,"Estrada TENENTE MARQUES, 6690",CHACARA DO SOLAR I (FAZENDINHA,Santana de Parnaíba,21,420,-23.4117208,-46.8919652,78,2025-04-17 12:55:48
,FTY6B82,3727742,211652,BARAO VILLE COMERCIO DE CARNES LTDA,Nenhum,"Avenida MARCOS PENTEADO DE ULHOA RODRIGUES, 3900",TAMBORE,Santana de Parnaíba,4,80,-23.464472,-46.8640554,78,2025-04-17 12:55:48
,FTY6B82,3727995,191730,CARNES DEL SUR LTDA,Nenhum,"Avenida YOJIRO TAKAOKA, 4350",Alphaville,Santana de Parnaíba,4,80,-23.4675858,-46.870064,78,2025-04-17 12:55:48
,FTY6B82,3727989,214231,BARN FARM COMERCIAL LTDA,Nenhum,"Avenida MARTE, 466",Alphaville,Santana de Parnaíba,16,310,-23.4621196,-46.8729998,78,2025-04-17 12:55:48
,FTY6B82,3727928,8304,CASA DE CARNES ALPHAVILLE LTDA EPP,Nenhum,"Avenida Yojiro Takaoka, 4492",Alphaville,Santana de Parnaíba,6,120,-23.4602828,-46.8827489,78,2025-04-17 12:55:48
,FTY6B82,3727885,212592,BDML2 COMERCIO LTDA,Nenhum,"Rua CAPRICORNIO, 667",Parque Santana,Santana de Parnaíba,15,300,-23.4766029,-46.8917493,78,2025-04-17 12:55:48
,FTY6B82,3728083,212594,BDML1 COMERCIO LTDA,Nenhum,"Avenida MOACIR DA SILVEIRA, 942",Jardim Isaura,Santana de Parnaíba,11,220,-23.4798612,-46.8921049,78,2025-04-17 12:55:48
,FTY6B82,3727819,214329,LEONARDO ATHANASIO DOS SANTOS MERCADO,Nenhum,"Avenida MOACIR DA SILVEIRA, 1035",Jardim Isaura,Santana de Parnaíba,5,100,-23.4798612,-46.8921049,78,2025-04-17 12:55:48
,FTY6B82,3727875,3837,L.E. COMERCIO DE CARNES LTDA - ME,Nenhum,"Avenida CACHOEIRA, 125",Vl. Pindorama,Barueri,12,230,-23.4928532,-46.880312,78,2025-04-17 12:55:48
,FTY6B82,3727913,3062,SUPERMERCADO MAGNATA LTDA.,Nenhum,"Rua Minas Gerais, 300",Vila Boa Vista,Barueri,21,410,-23.5011283,-46.8754334,78,2025-04-17 12:55:48
,FTY6B82,3727963,9778,CENTER CARNES ROCHA AMORIN LTDA-ME,Nenhum,"Rua DA PRATA, 349",Jardim dos Camargos,Barueri,5,95,-23.5025874,-46.8674979,78,2025-04-17 12:55:48
,FTY6B82,3727820,209253,E. J. R. NASCIMENTO COMERCIO DE CARNES L,Nenhum,"Rua ADRIANO AUGUSTO, 275",JARDIM TIMBAUHY / ALDEIA,Barueri,4,80,-23.51139,-46.85306,78,2025-04-17 12:55:48
,FTY6B82,3728306,192234,TAMIRES REGINA BATISTA B.RODRIGUES,Nenhum,"Rua PADRE CICERO ROMAO BATISTA, 234",Parque Imperial,Barueri,16,315,-23.4886307,-46.8133445,78,2025-04-17 12:55:48
,FTY6B82,3727895,195198,MERCADO VILLAS EIRELI,Nenhum,"Rua PROFESSORA ADELAIDE ESCOBAR BUENO, 397",Munhoz Junior,Osasco,27,540,-23.4982773,-46.8038889,78,2025-04-17 12:55:48
,FTY6B82,3727845,213353,MERCADO REDE DEUS LTDA,Nenhum,"Rua PARDINHO, 145",Munhoz Junior,Osasco,6,120,-23.5021898,-46.8040452,78,2025-04-17 12:55:48
,FTY6B82,3728047,11448,FERNANDO DE AMORIM RAMOS,Nenhum,"Rua CAMPINA GRANDE, 383",Rochdale,Osasco,15,295,-23.5141787,-46.7807649,78,2025-04-17 12:55:48
,FTY6B82,3728063,211011,SUPERMERCADO PADARIA E ROTISSERIA PEREIR,Nenhum,"Rua PORTO ALEGRE, 540",Rochdale,Osasco,9,180,-23.5119988,-46.779681,78,2025-04-17 12:55:48
,FTY6B82,3727876,1408,SUPERMERCADO ECONOMICO LTDA.,Nenhum,"Avenida CRUZEIRO DO SUL, 1009",Rochdale,Osasco,15,300,-23.5065319,-46.7772184,78,2025-04-17 12:55:48
,FTY6B82,3726764,984,MERCADINHO A MINEIRA LTDA,MINEIRA,"Avenida SANTA MONICA, 690",Jardim Santa Monica,São Paulo,24,480,-23.4762246,-46.7478914,78,2025-04-17 12:55:48
,FTY6B82,3727569,1437,MERCADO REAL JARAGUA EIRELI,MINEIRA,"Rua DOMENICO FERRARA, 32",Jaraguá,São Paulo,12,240,-23.4516587,-46.7458602,78,2025-04-17 12:55:48
,FTY6B82,3728342,200816,MERCADÃO DE CARNES BELA VISTA LTDA,Nenhum,"Rua LEOPOLDO DE PASSOS LIMA, 568",JARDIM SANTA FE,São Paulo,6,115,-23.4302812,-46.7889886,78,2025-04-17 12:55:48
,FTY6B82,3728006,156981,N & N COMERCIO DE ALIMENTOS LTDA,Nenhum,"Avenida TENENTE MARQUES, 4131",IPES (POLVILHO),Cajamar,4,80,-23.4097583,-46.8359293,78,2025-04-17 12:55:48
,FTY6B82,3727850,161901,SUPERMERCADO CENTRAL CAJAMAR LTDA,Nenhum,"Praça BENEDITO MARTINS DA CRUZ, 20",Centro,Cajamar,9,180,-23.35611,-46.87694,78,2025-04-17 12:55:48
,FTY6B82,3727827,203433,GRANJA IRMÃOS URANO LTDA,Nenhum,"Rua TAKAHARU URANO, 20",IPES (POLVILHO),Cajamar,9,165,-23.35611,-46.87694,78,2025-04-17 12:55:48
,FTY6B82,3728286,202246,COMERCIAL DE ALIMENTOS JORDMIX LTDA,Nenhum,"Avenida DOMINGO ALONSO LOPEZ, 136",Altos de Jordanesia,Cajamar,26,520,-23.33444,-46.84056,78,2025-04-17 12:55:48
,FTY6B82,3724348,199943,COMERCIAL DE ALIM.JORDMIX LTDA,Nenhum,"Avenida JORDANO MENDES, 444A",Jordanesia,Cajamar,92,1770,-23.3410368,-46.8376444,78,2025-04-17 12:55:48
,FTY6B82,3728287,199945,COMERCIAL DE ALIM. JORDMIX LTDA,Nenhum,"Avenida JORDANO MENDES, 588 A",Jordanesia,Cajamar,18,360,-23.3410368,-46.8376444,78,2025-04-17 12:55:48
,FTY6B82,3728325,203060,DISTRIBUIDORA DE ALIMENTOS MOTTA CAMARGO,Nenhum,"Avenida ARNALDO ROJEK, 121",Altos de Jordanesia,Cajamar,8,160,-23.3381083,-46.8360337,78,2025-04-17 12:55:48
,FTY6B82,3728444,196001,SS COM DE ALIMENTOS TDA,Ferdezoni,"Rua JOSE DE SOUSA, 25",PARQUE SANTA DELFA,Franco da Rocha,45,900,-23.32167,-46.72694,78,2025-04-17 12:55:48
,FTY6B82,3727924,187255,IRMÃOS BOA LTDA,Irmãos Boa,"Rua DEMERSON GOMES ROMANO, 386",Centro,Francisco Morato,45,895,-23.2868804,-46.7419955,78,2025-04-17 12:55:48
,FTY6B82,3728313,188733,CASA DE CARNES BONNEVILLE LTDA,Nenhum,"Rua Juvenal Hartmann, 05",Centro,Francisco Morato,65,1300,-23.28167,-46.74528,78,2025-04-17 12:55:48
,FTY6B82,3728038,14466,COOPERATIVA DE CONSUMO COOPERCICA,Coopercica,"Rua MARIA JOSÉ RODRIGUES, 90",Jd.Santa Lucia,Campo Limpo Paulista,20,375,-23.20639,-46.78444,78,2025-04-17 12:55:48
,FTY6B82,3728215,202609,SUPERMERCADO CATROQUE LTDA,Nenhum,"Estrada MUNICIPAL ATILIO SQUIZATO, 2809",MARACANA,Jarinu,11,210,-23.1504691,-46.6994898,78,2025-04-17 12:55:48
,FTY6B82,3728225,13309,SUPERMERCADO CATROQUE LTDA.,Arcos,"Rua GOAR LORENCINI, 45",Centro,Jarinu,19,370,-23.1052822,-46.724516,78,2025-04-17 12:55:48
,FTY6B82,3728139,194545,RODOSNACK MIRANTE LANCH.RESTAURANTE LTDA,Nenhum,"Rodovia DOM PEDRO I - SP 065, S/N",Centro,Jarinu,18,360,-23.10139,-46.72833,78,2025-04-17 12:55:48
,FTY6B82,3728224,13310,EMPORIO CATROQUE LTDA,Nenhum,"Avenida ANGELO BERNUCCI, 157",Alambique,Jarinu,7,130,-23.10139,-46.72833,78,2025-04-17 12:55:48
,FTY6B82,3728223,196179,CATROQUE MERCADINHO LTDA,Nenhum,"Rua MILTON VIANA, 625",JARDIM PRIMAVERA,Jarinu,6,115,-23.10139,-46.72833,78,2025-04-17 12:55:48
,FTY6B82,3728138,201468,BW COM. ALIMENTOS LTDA,Rede BIG,"Avenida IMIGRANTES, DOS, 2400",JARDIM AMERICA,Bragança Paulista,6,120,-22.9521237,-46.546414,78,2025-04-17 12:55:48
,FTY6B82,3728154,209452,BIG SM COMERCIO DE ALIMENTOS LTDA,Rede BIG,"Rua ROMA, 640",LOTEAMENTO VILA ROMANA,Bragança Paulista,5,90,-22.95194,-46.54194,78,2025-04-17 12:55:48
,FTY6B82,3727977,188155,CONVEM SUPERMERCADOS DE BRAGANÇA LTDA,Convém,"Avenida SALVADOR MARKOWICZ, 339",Lagos de Santa Helena,Bragança Paulista,10,200,-22.95194,-46.54194,78,2025-04-17 12:55:48
,FTY6B82,3728136,12976,SUPERMERCADO ONO COMPACTO LTDA  EPP,Rede BIG,"Rua NELLO BACCI, 121",TANQUE,Atibaia,13,255,-23.0445236,-46.5692836,78,2025-04-17 12:55:48
,FTY6B82,3728135,11998,MITSUE WATANABE SUPERMERCADO,Rede BIG,"Avenida SÃO JOÃO, 1115",Centro,Atibaia,5,100,-23.1132176,-46.5569796,78,2025-04-17 12:55:48
,FTY6B82,3728104,13323,W & W BOULEVARD COM. ALIMENTOS LTDA,Rede BIG,"Rua ADOLFO ANDRE, 100",Centro,Atibaia,6,110,-23.1129695,-46.5555231,78,2025-04-17 12:55:48
,FTY6B82,3728105,187886,W & W BOULEVARD COM.DE ALIMENTOS LTDA,Rede BIG,"Avenida DA SAUDADE, 61",Centro,Atibaia,5,100,-23.1159122,-46.5488536,78,2025-04-17 12:55:48
,FTY6B82,3728103,12977,W & W BOULEVARD COMÉRCIO DE ALIM. LTDA.,Rede BIG,"Avenida ALFREDO ANDRÉ, 905",Jardim Brasil,Atibaia,5,100,-23.11694,-46.55028,78,2025-04-17 12:55:48
,FTY6B82,3728155,210955,EMPORIO FLAMBOYANT COMERCIO DE ALIMENTOS,Nenhum,"Avenida SANTANA, 2813",NOVA GARDENIA,Atibaia,5,100,-23.11694,-46.55028,78,2025-04-17 12:55:48
,FTY6B82,3728140,203882,BW COMERCIO DE ALIMENTOS LTDA,Rede BIG,"Avenida PREF.ANTONIO JULIO TOLEDO GARCIA LOPES, 4903",JD.ESTANCIA BRASIL,Atibaia,5,100,-23.11694,-46.55028,78,2025-04-17 12:55:48
,FTY6B82,3728137,203478,BIG SM COMERCIO DE ALIMENTOS LTDA,Rede BIG,"Rua JACI, 60",JD DO LAGO,Atibaia,5,100,-23.11694,-46.55028,78,2025-04-17 12:55:48
,FTY6B82,3728134,187885,B.S COPACABANA COM.DE ALIMENTOS LTDA,Rede BIG,"Rua JAPÃO, 37",Jd.Imperial,Atibaia,7,140,-23.11694,-46.55028,78,2025-04-17 12:55:48
,FTY6B82,3728106,187884,B.S COPACABANA COM.DE ALIMENTOS LTDA,Rede BIG,"Avenida PREFEITO ANTONIO J.TOLEDO GARCIA LOPES, 1525",Jd.das Cerejeiras,Atibaia,8,155,-23.11694,-46.55028,78,2025-04-17 12:55:48
,FTY6B82,3727773,213331,RESTAURANTE DO QUEIJEIRO 4 LTDA,Nenhum,"Rodovia FERNAO DIAS KM 41,50, S/N",JARDIM DO ALVINOPOLIS,Atibaia,9,170,-23.11694,-46.55028,78,2025-04-17 12:55:48
,FTY6B82,3728032,205564,CLAUDETE MINUCCELI DE LIMA EIRELI,Nenhum,"Avenida PREF.ANTONIO JULIO TOLEDO GARCIA LOPES, 701",Jd.das Cerejeiras,Atibaia,13,239,-23.11694,-46.55028,78,2025-04-17 12:55:48
,FTY6B82,3727785,214908,NEW BIG 1 SUPERMERCADOS LTDA,Nenhum,"Avenida JERONIMO DE CAMARGO, 500",Loteamento Loanda,Atibaia,21,400,-23.11694,-46.55028,78,2025-04-17 12:55:48
,FTY6B82,3727973,12505,CONVEM SUPERMERCADOS LTDA.,Convém,"Avenida WALTER ENGRACIA DE OLIVEIRA, 39",Estancia Lynce,Atibaia,8,160,-23.1249196,-46.5512118,78,2025-04-17 12:55:48
,FTY6B82,3727905,197821,JULIO CESAR QUINTANILHA MASSAS ALIMENTIC,Nenhum,"Rua CLOVIS SOARES, 59",ALVINOPOLIS,Atibaia,6,120,-23.1197119,-46.5639213,78,2025-04-17 12:55:48
,FTY6B82,3727818,204962,CENTER CARNES QUALITY LTDA,Nenhum,"Avenida DONA GERTRUDES, 1127",ALVINOPOLIS,Atibaia,5,100,-23.1244356,-46.5647979,78,2025-04-17 12:55:48
,FTY6B82,3728156,211582,MERCADO BIG COMERCIO DE ALIMENTOS LTDA,Rede BIG,"Avenida INDUSTRIAL, 399",Jardim das Cerejeiras,Atibaia,5,100,-23.1313373,-46.5806861,78,2025-04-17 12:55:48
,FTY6B82,3728031,205563,CLAUDETE MINUCCELI DE LIMA EIRELI,Nenhum,"Avenida IMPERIAL, 1126",Jardim Imperial,Atibaia,19,366,-23.1428755,-46.5804013,78,2025-04-17 12:55:48
,FTY6B82,3728153,205176,SUPERMERCADO ONO COMPACTO LTDA,Rede BIG,"Rua ANTONIO CUNHA LEITE, 2458",PORTAO,Atibaia,7,135,-23.1975293,-46.5844685,78,2025-04-17 12:55:48
,FTY6B82,3728044,205549,VANDERLEI E PAULO HENRIQUE COMERCIO DE C,Nenhum,"Rua ANTONIO CUNHA LEITE, 2260",PORTAO,Atibaia,27,540,-23.1975293,-46.5844685,78,2025-04-17 12:55:48
,FTY6B82,3728012,12621,ANDERSON PETRI MAIRIPORÃ ME.,Nenhum,"Avenida VITOR ODORICO BUENO, SN",Terra Preta,Mairiporã,6,120,-23.2631973,-46.5892014,78,2025-04-17 12:55:48
,FTY6B82,3728305,204577,ACOUGUE CAMPEAO LTDA,Nenhum,"Rua SAO JUDAS TADEU, S/N",CAPOAVINHA,Mairiporã,7,140,-23.31861,-46.58667,78,2025-04-17 12:55:48
,FTY6B82,3728163,13546,MIRIAM PETRI,Nenhum,"Rua JOAO PUGA BERTINI, 12",Terra Preta,Mairiporã,30,600,-23.24389,-46.55222,78,2025-04-17 12:55:48
,FTY6B82,3728421,198545,THIANE ALIMENTAÇÃO LTDA,Nenhum,"Rua FERNANDO FONSECA KVINT, 40",Terra Preta,Mairiporã,9,160,-23.24389,-46.55222,78,2025-04-17 12:55:48
,FTY6B82,3727974,178735,SUPERMERCADO CONVEM DE PERDÕES LTDA,Convém,"Rua 21 DE ABRIL, 470",Centro,Bom Jesus dos Perdões,8,160,-23.135,-46.46528,78,2025-04-17 12:55:48
,FTY6B82,3728081,12529,P.E. DO PRADO AÇOUGUE ME.,Nenhum,"Rua João Franco de Camargo, 595",Centro,Bom Jesus dos Perdões,8,160,-23.135,-46.46528,78,2025-04-17 12:55:48
,FTY6B82,3727768,12438,ANGELA EMICO HONDA MERCEARIA ME,Nenhum,"Rua Major Murzilho, 96",Centro,Bom Jesus dos Perdões,10,200,-23.135,-46.46528,78,2025-04-17 12:55:48
,FTY6B82,3728043,215159,ATACADAO DE CARNES BOM JESUS DOS PERDOES,Nenhum,"Avenida SANTOS DUMONT, 698",JARDIM SANTOS DUMONT,Bom Jesus dos Perdões,27,535,-23.135,-46.46528,78,2025-04-17 12:55:48
,FTY6B82,3727772,205234,GILMAR MARQUES DE LIMA ACOUGUE,Nenhum,"Avenida DR ALIPIO FERREIRA, 490",CATIGUA,Piracaia,9,175,-23.05389,-46.35806,78,2025-04-17 12:55:48
,FTY6B82,3727976,12440,SUPERMERCADO NAKAMITSU LTDA,Convém,"Estrada MUNICIPAL MARIA DA CONCEICAO BAPTISTA, 35",CACHOEIRA BAIXO,Piracaia,5,100,-23.05389,-46.35806,78,2025-04-17 12:55:48
,FTY6B82,3727975,12447,SUPERMERCADO DO HAKUO LTDA.,Convém,"Avenida DR.ALIPIO FERREIRA, 676",Centro,Piracaia,14,275,-23.0538678,-46.3498227,78,2025-04-17 12:55:48
,FTY6B82,3728391,206253,MERCADINHO PIRATININGA DE GENEROS ALIMEN,Piratininga,"Rua BENEDITO PEREIRA GOULART, 282",Centro,São Bento do Sapucaí,21,420,-22.68889,-45.73083,78,2025-04-17 12:55:48
,FTY6B82,3727286,203540,SUPERMERCADO CARREFULVIO EIRELI,Nenhum,"Via DE ACESSO ROD.JOAO BAT.FURQUIM, 180",RODEIO,São Bento do Sapucaí,30,600,-22.68889,-45.73083,78,2025-04-17 12:55:48
,FTY6B82,3728423,1185,MERCADINHO PIRATININGA LTDA,Piratininga,"Avenida DOUTOR JANUARIO MIRAGLIA, 608",Vila Jaguaribe,Campos do Jordão,52,1025,-22.7437125,-45.5964598,78,2025-04-17 12:55:48
,FTY6B82,3727854,12895,MERCADINHO TOP LTDA EPP.,Nenhum,"Rua PRESIDENTE ARTHUR DA COSTA E SILVA, 453",Parque São Vicente,Mauá,5,100,-22.7321,-43.36924,78,2025-04-17 12:55:48
,FTY6B82,3727525,194203,CARREFOUR COM.E IND. LTDA,Carrefour,"Avenida SN 1, 280",LOT INTER BUSI PARK,Duque de Caxias,292,5715,-22.78556,-43.31167,78,2025-04-17 12:55:48
