Carga,Placa,Nº Pedido,Cód. Cliente,Nome Cliente,Grupo Cliente,Endereço de Entrega,Bairro de Entrega,Cidade de Entrega,Qtde. dos Itens,Peso dos Itens,Latitude,Longitude,Veiculo,Data Roteirizacao
,FTY6B82,3728218,205561,MERCADO UNIAO DE ITUPEVA LTDA,Nenhum,"Rua ALEXANDRINA MATHIAS DE OLIVEIRA, 77",PARQUE DAS HORTENSIAS,Itupeva,10,200,-23.15306,-47.05778,78,2025-04-17 12:55:48
,FTY6B82,3727883,203961,MERCADO SANTA ELIZA LTDA,Nenhum,"Rodovia MARIO TONOLI, 177",EST.HIDRO MINERAL SANTA ELIZA,Itupeva,12,240,-23.15306,-47.05778,78,2025-04-17 12:55:48
,FTY6B82,3728216,196663,MERCADO UNIÃO DE ITUPEVA LTDA,Nenhum,"Rua ALFREDO CARLOS SAO JOSE, 47",JD EUROPA,Itupeva,12,240,-23.15306,-47.05778,78,2025-04-17 12:55:48
,FTY6B82,3728041,204939,COOPERATIVA DE CONSUMO COOPERCICA,Coopercica,"Avenida JOSE TONOLI, 336",Centro,Itupeva,30,600,-23.15306,-47.05778,78,2025-04-17 12:55:48
,FTY6B82,3728432,10162,SUP. E RESTAURANTE JVA EIRELI,Monte Serrat,"Praça SÃO PAULO, 97",Centro,Itupeva,17,325,-23.1521891,-47.0570231,78,2025-04-17 12:55:48
,FTY6B82,3728217,193246,MINIMERCADO J & J ITUPEVA EIRELI - ME,Nenhum,"Rua MERDADO ZACHI, 44",VILA SAO JOAO,Itupeva,7,135,-23.1510101,-47.0506607,78,2025-04-17 12:55:48
,FTY6B82,3728221,213091,MERCADO UNIAO DE ITUPEVA LTDA,Nenhum,"Rua SANTA CLARA, 175",Residencial Santo Antonio,Itupeva,3,60,-23.1624922,-47.0454896,78,2025-04-17 12:55:48
,FTY6B82,3728434,12905,SUP. E RESTAURANTE JVA EIRELLI,Monte Serrat,"Rua JOÃO SABIO GONÇALVES, 132",Jardim Ana Luiza,Itupeva,7,125,-23.1582683,-47.0422031,78,2025-04-17 12:55:48
,FTY6B82,3727947,214606,IRMÃOS BOA LTDA,Irmãos Boa,"Rodovia VEREADOR GERALDO DIAS, S/N",PARQUE CENTENARIO,Jundiaí,15,290,-23.1372014,-46.9204443,78,2025-04-17 12:55:48
,FTY6B82,3728037,8637,COOPERATIVA DE CONSUMO COOPERCICA,Coopercica,"Rua HISASCHI NAGAOKA, 3595",Jardim São Vicente,Jundiaí,43,810,-23.1451635,-46.9157263,78,2025-04-17 12:55:48
,FTY6B82,3728039,185619,COOPERATIVA DE CONSUMO COOPERCICA,Coopercica,"Avenida HUMBERTO CERESER, 3.805",Jardim Caxambu,Jundiaí,19,345,-23.1512348,-46.8491246,78,2025-04-17 12:55:48
,FTY6B82,3728090,208993,VMI INOVARE COMERCIO DE ALIMENTOS LTDA,Nenhum,"Avenida TANABI, 342",JARDIM AMERICA,Várzea Paulista,5,100,-23.1941611,-46.8222656,78,2025-04-17 12:55:48
,FTY6B82,3728040,204187,COOPERATIVA DE CONSUMO COOPERCICA,Coopercica,"Avenida FERNAO DIAS PAES LEME, 2211",Centro,Várzea Paulista,32,610,-23.21139,-46.82833,78,2025-04-17 12:55:48
,FTY6B82,3728058,196986,COOPERATIVA DE CONSUMO COOPERCICA,Coopercica,"Avenida DUQUE DE CAXIAS, 2395",JD PROMECA,Várzea Paulista,8,140,-23.21139,-46.82833,78,2025-04-17 12:55:48
,FTY6B82,3727911,191468,IRMÃOS BOA LTDA,Irmãos Boa,"Avenida BERTIOGA, S/N",Vila Tupi,Várzea Paulista,58,1130,-23.2269234,-46.8407433,78,2025-04-17 12:55:48
,FTY6B82,3727946,214605,IRMÃOS BOA LTDA,Irmãos Boa,"Avenida QUATORZE DE DEZEMBRO, 2333",Vila Mafalda,Jundiaí,10,195,-23.2119361,-46.8743426,78,2025-04-17 12:55:48
,FTY6B82,3727923,187254,IRMÃOS BOA  LTDA,Irmãos Boa,"Rua BOM JESUS DE PIRAPORA, 2881",Vila Rami,Jundiaí,20,390,-23.2124794,-46.8807919,78,2025-04-17 12:55:48
,FTY6B82,3727851,215180,SUA COXINHA FABRICA LTDA,Nenhum,"Avenida SAMUEL MARTINS, 2423",Jardim do Lago,Jundiaí,4,80,-23.2023916,-46.8741897,78,2025-04-17 12:55:48
,FTY6B82,3727938,195312,IRMÃOS BOA LTDA,Irmãos Boa,"Avenida DOUTOR OLAVO GUIMARAES, 253",Vila Arens,Jundiaí,18,355,-23.1971918,-46.8745837,78,2025-04-17 12:55:48
,FTY6B82,3727904,6836,IRMÃOS BOA  LTDA,Irmãos Boa,"Avenida Dos Imigrantes Italianos, 1973",Colonia,Jundiaí,53,1050,-23.1882135,-46.8563349,78,2025-04-17 12:55:48
,FTY6B82,3727994,192187,SUPERMERCADO PARAZZI LTDA,Nenhum,"Rua FERNAO DIAS PAES LEME, 683",Vila Aparecida,Jundiaí,14,280,-23.178214,-46.8668431,78,2025-04-17 12:55:48
,FTY6B82,3728056,1037,COOPERATIVA CONSUMO COOPERCICA,Coopercica,"Rua JOAO FERRARA, 233",Jd. Cica,Jundiaí,100,1975,-23.18639,-46.88417,78,2025-04-17 12:55:48
,FTY6B82,3728035,1044,COOPERATIVA DE CONSUMO COOPERCICA,Coopercica,"Rua ROMEU SECKLER MACHADO, 105",Parque Eloy Chaves,Jundiaí,77,1495,-23.18639,-46.88417,78,2025-04-17 12:55:48
,FTY6B82,3727910,187252,IRMÃOS BOA LTDA,Irmãos Boa,"Avenida OSMUNDO DOS SANTOS PELLEGRINI, 1000",Recanto Quarto Centenario,Jundiaí,30,595,-23.18639,-46.88417,78,2025-04-17 12:55:48
,FTY6B82,3727718,10372,CASA DE CARNES SÃO JUDAS TADEU LTDA EPP,Nenhum,"Avenida BENTO FIGUEREDO, 275",Vila Marlene,Jundiaí,21,408,-23.18639,-46.88417,78,2025-04-17 12:55:48
,FTY6B82,3728442,200830,KALIMERA COM. DE HORTIFRUTI LTDA,Monte Serrat,"Avenida ANTONIO PINCINATO, 21",Recanto Quarto Centenario,Jundiaí,14,275,-23.18639,-46.88417,78,2025-04-17 12:55:48
,FTY6B82,3727937,195224,IRMÃOS BOA LTDA,Irmãos Boa,"Rua JORGE ZOLNER, 95",Centro,Jundiaí,11,220,-23.18639,-46.88417,78,2025-04-17 12:55:48
,FTY6B82,3728113,214152,FENICE RISTORANTE PIZZERIE LTDA,Nenhum,"Rua DO RETIRO, 2173",VILA VIOTTO,Jundiaí,8,160,-23.18639,-46.88417,78,2025-04-17 12:55:48
,FTY6B82,3727739,195790,COVABRA SUPERMERCADOS LTDA,Covabra,"Avenida DOUTOR ADILSON RODRIGUES, S/N",JD.DAS SAMAMBAIAS,Jundiaí,2,40,-23.18639,-46.88417,78,2025-04-17 12:55:48
,FTY6B82,3727925,187257,IRMÃOS BOA LTDA,Irmãos Boa,"Avenida ITATIBA, 150",Vila Liberdade,Jundiaí,5,100,-23.1772296,-46.8861601,78,2025-04-17 12:55:48
,FTY6B82,3728036,1038,COOPERATIVA DE  CONSUMO COOPERCICA,Coopercica,"Avenida ANTÔNIO FREDERICO OZANAN, 6001",Vila Rio Branco,Jundiaí,27,530,-23.172492,-46.8916714,78,2025-04-17 12:55:48
,FTY6B82,3728370,204597,NOVA RETIRO REST. SOCIEDADE UNIPESSOAL L,Nenhum,"Avenida ANTONIO SEGRE, 504",Ponte de Campinas,Jundiaí,4,75,-23.1783051,-46.8974108,78,2025-04-17 12:55:48
,FTY6B82,3727944,196617,IRMÃOS BOA LTDA,Irmãos Boa,"Rua RETIRO, DO, 925",VILA VIRGINIA,Jundiaí,7,130,-23.1865399,-46.8985646,78,2025-04-17 12:55:48
,FTY6B82,3728440,152260,KALIMERA COM.DE HORTIFRUTI LTDA,Monte Serrat,"Rua DO RETIRO, 2400",Vila das Hortencias,Jundiaí,20,395,-23.1797337,-46.9055741,78,2025-04-17 12:55:48
,FTY6B82,3728356,209636,RESTAURANTE JUNDIAI GRILL LTDA,Nenhum,"Rua Do Retiro, 2235",Vila das Hortencias,Jundiaí,4,75,-23.1793859,-46.9074326,78,2025-04-17 12:55:48
,FTY6B82,3727903,3733,IRMÃOS BOA LTDA,Irmãos Boa,"Rua REINALDO ORSI, 50",Retiro,Jundiaí,8,155,-23.1800435,-46.9137544,78,2025-04-17 12:55:48
,FTY6B82,3727902,3731,IRMÃOS BOA LTDA,Irmãos Boa,"Rua Marilia, 60",Vila Hortolandia,Jundiaí,32,630,-23.169235,-46.909441,78,2025-04-17 12:55:48
,FTY6B82,3727709,516,CHURRASCARIA PASSO FUNDO LTDA - EPP,Nenhum,"Avenida Das Industrias, S/N",Engordadouro,Jundiaí,10,195,-23.1573721,-46.9343319,78,2025-04-17 12:55:48
,FTY6B82,3728438,201725,SUPERMERCADO E RESTAURANTE JVA EIRELI,Monte Serrat,"Avenida FRANCISCO NOBRE, 100",Medeiros,Jundiaí,11,210,-23.1858836,-46.9850104,78,2025-04-17 12:55:48
,FTY6B82,3727740,205735,BEPACK INDUSTRIA DE EMBALAGENS PLASTICAS,Nenhum,"Alameda CINCO, 174",CECOM JACARE,Cabreúva,3,60,-23.2425,-47.05889,78,2025-04-17 12:55:48
,FTY6B82,3727909,13006,IRMÃOS BOA  LTDA,Irmãos Boa,"Rua MARANHAO, 256",Jacaré,Cabreúva,42,825,-23.2495822,-47.0561778,78,2025-04-17 12:55:48
,FTY6B82,3727858,202143,RONALDO CAMARELI ALIMENTOS,Nenhum,"Rua DO CARACOL, 500",JACARE,Cabreúva,4,80,-23.2494164,-47.0525913,78,2025-04-17 12:55:48
,FTY6B82,3727782,12951,BRUGNOLO AÇOUGUE LTDA,Nenhum,"Rua ADEMAR CLEMENTE NUNES, 154",Jacaré,Cabreúva,6,120,-23.250621,-47.054118,78,2025-04-17 12:55:48
,FTY6B82,3728316,210071,SUPER CM COMPRE MAIS SUPERMERCADO LTDA,Nenhum,"Avenida VEREADOR JOSE DONATO, 1385",Vilarejo,Cabreúva,16,305,-23.2661481,-47.0576373,78,2025-04-17 12:55:48
,FTY6B82,3727919,194177,CASA CARNES MENDES E GONÇALVES LTDA - ME,Nenhum,"Avenida PASCHOAL SANTI, 957",Vilarejo,Cabreúva,18,347,-23.2704381,-47.0581919,78,2025-04-17 12:55:48
,FTY6B82,3728441,10653,LC ADMINISTRAÇÃO DE RESTAURANTES LTDA.,LC Adm de Restaurante,"Avenida ANTONIO ORTEGA, 3604",Pinhal,Cabreúva,4,80,-23.3075,-47.13278,78,2025-04-17 12:55:48
,FTY6B82,3727812,215104,AMIGO CHURRASQUEIRO COMERCIO DE CARNES L,Nenhum,"Rua MARECHAL DEODORO DA FONSECA, 240",Centro,Cabreúva,6,120,-23.3069129,-47.1334429,78,2025-04-17 12:55:48
,FTY6B82,3727652,10485,MARIA DE MELO PESTILHO ME,Nenhum,"Rua Paulo Eduardo Xavier de Toledo, 510",São Luiz,Itu,5,100,-23.2694013,-47.278959,78,2025-04-17 12:55:48
,FTY6B82,3728433,12942,ANAS FERIOZZI RESTAURANTE LTDA,Nenhum,"Avenida DOUTOR ERMELINDO MAFFEI, 1199",SAO LUIZ,Itu,3,60,-23.2642243,-47.280937,78,2025-04-17 12:55:48
,FTY6B82,3727844,192848,SCHNEIDER & COINASKI LTDA - ME,Nenhum,"Avenida DR. ERMELINDO MAFFEI, 734",SAO LUIZ,Itu,9,170,-23.2645744,-47.2828289,78,2025-04-17 12:55:48
,FTY6B82,3727578,5318,LANCHONETE TONILU LTDA EPP,Nenhum,"Rua 7 de Setembro, 49",Centro,Itu,10,200,-23.261568,-47.296937,78,2025-04-17 12:55:48
,FTY6B82,3727713,1211,J.C.A. MENDES E CIA LTDA - ME,Nenhum,"Praça DA INDEPENDENCIA, 31",Centro,Itu,3,60,-23.2646325,-47.2972233,78,2025-04-17 12:55:48
,FTY6B82,3727998,203135,S.G. LIETE COMERCIO DE ALIMENTOS EIRELI,Nenhum,"Rua CAMPINAS, 77",Cidade Nova I,Itu,20,400,-23.26417,-47.29917,78,2025-04-17 12:55:48
,FTY6B82,3727642,7702,CASA DE CARNES DO NELO LTDA,Nenhum,"Rua A.ESQUINA COM AL.ALICE, 127",Jardim Convenção,Itu,14,262,-23.26417,-47.29917,78,2025-04-17 12:55:48
,FTY6B82,3728131,10478,SUPERMERCADO ALVORADA DE ITU LTDA,Alvorada,"Rua ADELIO PAZINATTO, 251",JARDIM AEROPORTO I,Itu,13,255,-23.26417,-47.29917,78,2025-04-17 12:55:48
,FTY6B82,3727574,207859,RED FOODS LTDA,Nenhum,"Rua PROFESSORA RUTH AMORIM ALVES, 270",Parque das Rosas,Itu,12,230,-23.26417,-47.29917,78,2025-04-17 12:55:48
,FTY6B82,3728007,9522,JORGE NILSON SCHEMER ME,Nenhum,"Rua Andradina, 178",Cidade Nova I,Itu,7,140,-23.26417,-47.29917,78,2025-04-17 12:55:48
,FTY6B82,3727723,208053,RESTAURANTE LUI E VENTURINE LTDA,Nenhum,"Rua MARCIA PIERRONI, 78",ITU NOVO CENTRO,Itu,6,120,-23.26417,-47.29917,78,2025-04-17 12:55:48
,FTY6B82,3727710,211173,ACOUGUE CEARA CORTES LTDA,Nenhum,"Rua DOUTOR EUGENIO DA FONSECA, 383",JARDIM AEROPORTO I,Itu,6,110,-23.26417,-47.29917,78,2025-04-17 12:55:48
,FTY6B82,3727653,8166,COMERCIAL PERES DE ALIMENTOS LTDA ME,Nenhum,"Rodovia Marechal Rondon Km 104,5, S/N",Jardim Paraiso,Itu,5,100,-23.26417,-47.29917,78,2025-04-17 12:55:48
,FTY6B82,3728431,3416,ZEUS BAR E RESTAURANTE LTDA LTDA,Nenhum,"Avenida DOUTOR ERMILINDO MAFFEI, 1199",SAO LUIZ,Itu,3,60,-23.26417,-47.29917,78,2025-04-17 12:55:48
,FTY6B82,3728141,191282,L.F.DUARTE & CIA LTDA - ME,Nenhum,"Rua HAMLETO MENQUINI, 41",PARQUE RES.POTIGUARA,Itu,5,100,-23.26417,-47.29917,78,2025-04-17 12:55:48
,FTY6B82,3728086,214132,LIMITE COMERCIO VAREJISTA LTDA,Coopideal,"Praça DOM PEDRO I, 136",Centro,Itu,21,420,-23.2611979,-47.3033708,78,2025-04-17 12:55:48
,FTY6B82,3727674,2167,CLEONICE APARECIDA MARTINS DO CARMO - ME,Nenhum,"Rua JOAO JANUARIO PAMPLONA, 154",Jardim Santa Tereza,Itu,5,100,-23.2651732,-47.3078431,78,2025-04-17 12:55:48
,FTY6B82,3728074,3767,COML.PADRE BENTO SECOS E MOLHADOS LTDA,Nenhum,"Rua DOUTOR SILVA CASTRO, 78",Vila Nova,Itu,9,180,-23.2722159,-47.2915065,78,2025-04-17 12:55:48
,FTY6B82,3727793,193634,CASA DE CARNES PREMIUM EIRELI,Nenhum,"Avenida VINTE E SETE DE OUTUBRO, 280",Vila Sorocabana,Mairinque,4,80,-23.54583,-47.18333,78,2025-04-17 12:55:48
,FTY6B82,3728033,191025,JOSÉ AUGUSTO DA SILVA FRANCO SOROCABA - ,Nenhum,"Rua BAYARD NOBREGA DE ALMEIDA, 91",JARDIM PRESTES DE BARROS,Sorocaba,5,100,-23.5095349,-47.4311572,78,2025-04-17 12:55:48
,FTY6B82,3728019,207236,SENDAS DISTRIBUIDORA S/A,SENDAS,"Rua MARIA CINTO DE BIAGGI, 164",Jardim Santa Rosalia,Sorocaba,86,1680,-23.4901946,-47.4450244,78,2025-04-17 12:55:48
,FTY6B82,3728107,803,IRACEMA FERNANDES CARVALHO & CIA. LTDA,Nenhum,"Praça COMENDADOR NICOLAU SCARPA, 80",Centro,Sorocaba,12,230,-23.4980894,-47.4605758,78,2025-04-17 12:55:48
,FTY6B82,3727762,188954,VIA BRASIL SOROCABA LTDA - ME,Nenhum,"Rua FERNANDO SILVA, 110",Jd Astro,Sorocaba,3,60,-23.50167,-47.45806,78,2025-04-17 12:55:48
,FTY6B82,3728410,197441,ROTISSERIE DIVINO EIRELI,Nenhum,"Rua DOUTOR LUIZ MENDES DE ALMEIDA, 663",VILA ESPIRITO SANTO,Sorocaba,4,80,-23.50167,-47.45806,78,2025-04-17 12:55:48
,FTY6B82,3727965,203911,IKD HORTIFRUTI LTDA,Nenhum,"Rua BARAO DE TATUI, 1368",JARDIM VERGUEIRO,Sorocaba,7,140,-23.50167,-47.45806,78,2025-04-17 12:55:48
,FTY6B82,3728428,207682,SOLA ALIMENTOS LTDA,Nenhum,"Rua DOUTOR CAMPOS SALLES, 663",VILA ASSIS,Sorocaba,10,200,-23.50167,-47.45806,78,2025-04-17 12:55:48
,FTY6B82,3727936,195254,IRMÃOS BOA LTDA,Irmãos Boa,"Rua CORONEL NOGUEIRA PADILHA, 2112",VILA HORTENCIA,Sorocaba,14,275,-23.50167,-47.45806,78,2025-04-17 12:55:48
,FTY6B82,3727927,193679,VINICIUS MATHEUS CARLINO ARRUDA,Nenhum,"Rua DOUTOR AALTINO ARANTES, 1014",JD GUADALUPE,Sorocaba,17,340,-23.50167,-47.45806,78,2025-04-17 12:55:48
,FTY6B82,3728130,192589,CASA DE CARNES VILAMAR - EPP,Nenhum,"Rua CORONEL NOGUEIRA PADILHA, 1273",VILA HORTENCIA,Sorocaba,25,500,-23.50167,-47.45806,78,2025-04-17 12:55:48
,FTY6B82,3728060,209494,DISTRIBUIÇÃO UNION SA,Coopideal,"Avenida RIUSAKU KANIZAWA, 865",Lopes de Oliveira,Sorocaba,52,1035,-23.50167,-47.45806,78,2025-04-17 12:55:48
,FTY6B82,3728352,13729,SANTO COML. E IMPOR. PROD. ALIM. LTDA,Nenhum,"Rua DOS ALPES, 1.109",Barcelona,Sorocaba,71,1420,-23.50167,-47.45806,78,2025-04-17 12:55:48
,FTY6B82,3728358,10387,SANTO COMÉRCIO E IMP.PRODUTOS ALIM.LTDA.,Nenhum,"Avenida ELIAS MALUF, 1835",Wanel Ville II,Sorocaba,73,1460,-23.50167,-47.45806,78,2025-04-17 12:55:48
,FTY6B82,3727961,214604,IRMÃOS BOA LTDA,Irmãos Boa,"Rua AVENIDA ANTONIO CARLOS COMITRE, 510",Parque Campolim,Sorocaba,9,175,-23.52819,-47.46832,78,2025-04-17 12:55:48
,FTY6B82,3728016,212931,SENDAS DISTRIBUIDORA S/A,SENDAS,"Rua SENHORA MARIA APARECIDA PESSUTTI MILLEGO, 250",Parque Campolim,Sorocaba,61,1205,-23.52819,-47.46832,78,2025-04-17 12:55:48
,FTY6B82,3727817,176764,CIBELE PRESTES GAZOLI DANDREAU CIA LTDA ,Nenhum,"Avenida ANGÉLICA, 567",Vila Angélica,Sorocaba,5,100,-23.4828323,-47.479987,78,2025-04-17 12:55:48
,FTY6B82,3727780,194237,SUPERMERCADO PERNAMBUCO LTDA,Nenhum,"Rua PROFESSOR TOLEDO, 194",Centro,Araçoiaba da Serra,41,810,-23.5050525,-47.6182181,78,2025-04-17 12:55:48
,FTY6B82,3728030,201312,CASA DE CARNES CRUZEIRO LTDA,Nenhum,"Rua DO CRUZEIRO, 37",Centro,Tatuí,7,130,-23.3442565,-47.8484795,78,2025-04-17 12:55:48
,FTY6B82,3728427,193829,SC SUPERMERCADO LTDA,Nenhum,"Rua SANTO ANTONIO, 496",Centro,Tatuí,11,215,-23.3525263,-47.8533027,78,2025-04-17 12:55:48
,FTY6B82,3728439,201351,SC SUPERMERCADO LTDA,Nenhum,"Rua TEOFILO ANDRADE GAMA, 3595",JD.ROSA GARCIA,Tatuí,5,95,-23.35556,-47.85694,78,2025-04-17 12:55:48
,FTY6B82,3728128,203447,R.S.BUENO & CIA LTDA,Nenhum,"Avenida WENCESLAU BRAZ, 640",VILA POPULAR,Itapetininga,20,400,-23.563419,-48.0152876,78,2025-04-17 12:55:48
,FTY6B82,3728353,203411,COFESA - COMERCIAL FERREIRA SANTOS LTDA,Cofesa,"Avenida PEIXOTO GOMIDE, 395",Centro,Itapetininga,5,100,-23.5854455,-48.0491309,78,2025-04-17 12:55:48
,FTY6B82,3728129,203393,R S BUENO & CIA LTDA,Nenhum,"Rua ARY DE ALMEIDA, 71",CAMBUI,Itapetininga,30,595,-23.59167,-48.05306,78,2025-04-17 12:55:48
,FTY6B82,3728228,192524,H.M.F. SUPERMERCADOS LTDA,Nenhum,"Rua JEQUIRITUBA, 2350",JARDIM CASTRO ALVES,São Paulo,25,500,-23.6879,-47.6693,78,2025-04-17 12:55:48
,FTY6B82,3728337,2127,COMERCIAL PEREIRA DA SILVA LTDA.,Pereira,"Rua Araújo Leite, 146",Centro,Piedade,12,240,-23.71194,-47.42778,78,2025-04-17 12:55:48
,FTY6B82,3728205,7067,COMERCIAL PEREIRA DA SILVA LTDA,Pereira,"Avenida ANTONIO CORREA DA SILVA, 432",Centro,Piedade,18,350,-23.71194,-47.42778,78,2025-04-17 12:55:48
,FTY6B82,3728051,202005,SUP. CORREIA BRAGA EIRELI,Nenhum,"Estrada GUAVIRUTUBA, 1199",VILA BOM JARDIM,São Paulo,20,400,-24.18333,-47.61667,78,2025-04-17 12:55:48
,FTY6B82,3728020,11226,MARIA EDVANI DOS SANTOS SILVA ME,Nenhum,"Rua Drº Emilio Martins, 141",Centro,Miracatu,19,380,-24.28139,-47.45972,78,2025-04-17 12:55:48
,FTY6B82,3728204,10711,CASA DE CARNES PRAINHA LTDA ME,Nenhum,"Avenida DA SAUDADE, 577",Jardim Miracatu,Miracatu,5,100,-24.28139,-47.45972,78,2025-04-17 12:55:48
,FTY6B82,3728297,203087,ELTON APARECIDO DE SOUZA,Nenhum,"Rua SALUSTINO GREGORIANO LEITE, 142",VILA FLORINDO,Juquiá,6,120,-24.32083,-47.63472,78,2025-04-17 12:55:48
,FTY6B82,3727996,10713,SUPERMERCADO JC SETE BARRAS LTDA,Nenhum,"Rua Julio Prestes, 1344",Centro,Sete Barras,31,615,-24.3817887,-47.928544,78,2025-04-17 12:55:48
,FTY6B82,3727969,11939,NEUSA ENI DA COSTA ME,Nenhum,"Rua Julio Prestes, 1055",Centro,Sete Barras,30,600,-24.3840612,-47.9284094,78,2025-04-17 12:55:48
,FTY6B82,3727967,195724,DANIELE CRISTINA SILVA PAULA 32047381835,Nenhum,"Rua HERCULANO RICARDO, 685",JD.APARECIDA,Sete Barras,7,140,-24.38778,-47.92556,78,2025-04-17 12:55:48
,FTY6B82,3727654,10728,MARTA TIEMI SAKUGAWA ME,Nenhum,"Avenida Clara Gianotti de Souza, 560",Centro,Registro,6,120,-24.4960339,-47.846896,78,2025-04-17 12:55:48
,FTY6B82,3727814,211573,HD COMERCIO DE ALIMENTOS - LTDA,Nenhum,"Rua RIO BRANCO, 960",Centro,Registro,10,195,-24.498679,-47.8526184,78,2025-04-17 12:55:48
,FTY6B82,3728270,162283,J. M. LISBOA MINIMERCADO - ME,Nenhum,"Rua vereador Aecio Gauglitz, 261",Vila Palmira,Pariquera-Açu,13,260,-24.715,-47.88111,78,2025-04-17 12:55:48
,FTY6B82,3728143,13759,IRENE LUCIA PEREIRA,Nenhum,"Rua JOAO FELIZARDO, 477",Vila Antunes,Cajati,9,180,-24.7323312,-48.1103442,78,2025-04-17 12:55:48
,FTY6B82,3727655,13994,J.G DE AMORIM - ALIMENTOS,Nenhum,"Avenida Luiz de Lima, 390",Centro,Cajati,60,1200,-24.7284174,-48.1143642,78,2025-04-17 12:55:48
,FTY6B82,3728189,211592,EMPORIO DA CARNE LTDA,Nenhum,"Avenida DOUTOR FERNANDO COSTA, 46",Centro,Cajati,7,120,-24.73611,-48.12278,78,2025-04-17 12:55:48
,FTY6B82,3728011,208151,CENTRAL CARNES AJ LTDA,Nenhum,"Avenida DR. FERNANDO COSTA, 282",Centro,Cajati,14,280,-24.73611,-48.12278,78,2025-04-17 12:55:48
,FTY6B82,3728300,178880,CASA DE CARNES C.C.S LTDA ME,Nenhum,"Avenida Dos Trabalhadores, 36",Centro,Cajati,36,720,-24.73611,-48.12278,78,2025-04-17 12:55:48
,FTY6B82,3727943,202109,R.M MUNIZ E CARNEIRO CARNES LTDA,Nenhum,"Rua CHILE, 250",Jd.Cardoso de Freitas,Cajati,40,800,-24.73611,-48.12278,78,2025-04-17 12:55:48
,FTY6B82,3728426,199344,YAGO HORTIFRUTI LTDA,Rede Sitio Verde,"Avenida DOUTOR ADHEMAR DE BARROS, 563",JD.SAO DIMAS,São José dos Campos,6,120,-27.61528,-48.6275,78,2025-04-17 12:55:48
,FTY6B82,3728062,10750,MERCADO YASSUY LTDA - EPP,Nenhum,"Avenida Independencia, 194",Centro,Cananéia,12,240,-25.01472,-47.92667,78,2025-04-17 12:55:48
,FTY6B82,3728399,209814,JONAS DA SILVA MARTINS,Nenhum,"Rua QUATRO, 21",VILA NOSSA SENHORA DOS NAVEGAN,Cananéia,11,220,-25.01472,-47.92667,78,2025-04-17 12:55:48
,FTY6B82,3727886,10715,MANOEL BARBOSA DE ALENCAR ME,Nenhum,"Avenida INDEPENDENCIA, 278",Rocio,Cananéia,12,235,-25.0069457,-47.9313292,78,2025-04-17 12:55:48
,FTY6B82,3727758,12118,SUPERMERCADO TAKAGI LTDA ME.,Nenhum,"Avenida Independencia, 1136",Rocio,Cananéia,11,220,-25.0069457,-47.9313292,78,2025-04-17 12:55:48
,FTY6B82,3727992,13376,VIEIRA E LARA SUPERMERCADO LTDA,Nenhum,"Avenida CAPITÃO JULIO FRANCO, 390",Rocio,Iguape,53,1045,-24.70806,-47.55528,78,2025-04-17 12:55:48
,FTY6B82,3727775,178568,CHURRASCARIA NONOHAY LTDA ME,Nenhum,"Avenida SEBASTIÃO SIZENANDO FLORINDO, 16",Jardim Brasil,Peruíbe,20,390,-24.32,-46.99833,78,2025-04-17 12:55:48
,FTY6B82,3727815,213197,MERCADO SJ LTDA,Nenhum,"Rua QUARTO, 119",Jardim dos Prados,Peruíbe,20,340,-24.32,-46.99833,78,2025-04-17 12:55:48
,FTY6B82,3727956,12956,RESTAURANTE ROSA E CUNHA LTDA ME,Nenhum,"Avenida PADRE ANCHIETA, 1821",Stella Maris,Peruíbe,3,60,-24.32,-46.99833,78,2025-04-17 12:55:48
,FTY6B82,3727770,177692,CARLOS EDUARDO KIRSTEN SANCHES - ME,Nenhum,"Rua JOAO MARIANO FERREIRA, 164",Centro,Itanhaém,16,320,-24.18306,-46.78889,78,2025-04-17 12:55:48
,FTY6B82,3728026,210159,PRATICO SUPERMERCADO LTDA,Nenhum,"Avenida RUI BARBOSA, 420",Centro,Itanhaém,13,260,-24.18306,-46.78889,78,2025-04-17 12:55:48
,FTY6B82,3728024,210160,PRATICO 5 SUPERMERCADO LTDA,Nenhum,"Avenida doutor luiz pereira barreto, 436",Vila Atlantica,Mongaguá,17,340,-24.1003816,-46.6458773,78,2025-04-17 12:55:48
,FTY6B82,3728025,210154,PRATICO 7 SUPERMERCADO LTDA,Nenhum,"Avenida sao paulo, 2304",MANGAGUA,Mongaguá,11,220,-24.09306,-46.62083,78,2025-04-17 12:55:48
,FTY6B82,3727933,193184,COM.VAREJISTA CARNES AÇOUGUE MAGNIFICA L,Nenhum,"Rua DO CONHECIMENTO, 1233",Melvi,Praia Grande,7,140,-24.0347778,-46.5302849,78,2025-04-17 12:55:48
,FTY6B82,3728122,10425,SUPERMERCADO IRMÃOS COSTA LTDA,Nenhum,"Rua ITIBERE DA CUNHA, 159",Samambaia,Praia Grande,18,330,-24.0327245,-46.5256038,78,2025-04-17 12:55:48
,FTY6B82,3727941,183982,MARIA ZILEIR CAMPOY ANDRADE 28447996808,Nenhum,"Rua CORA CORALINA, 195",Anhanguera,Praia Grande,16,320,-24.0199067,-46.4894587,78,2025-04-17 12:55:48
